ID,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link
226,Invert Binary Tree,65.0%,Easy,0.0218528226205147, https://leetcode.com/problems/invert-binary-tree
295,Find Median from Data Stream,44.3%,Hard,0.0201349084090559, https://leetcode.com/problems/find-median-from-data-stream
207,Course Schedule,43.1%,Medium,0.0197099260551364, https://leetcode.com/problems/course-schedule
53,Maximum Subarray,46.5%,Easy,0.019336728821707, https://leetcode.com/problems/maximum-subarray
314,Binary Tree Vertical Order Traversal,45.3%,Medium,0.0180103922744653, https://leetcode.com/problems/binary-tree-vertical-order-traversal
71,Simplify Path,32.6%,Medium,0.0162605208717803, https://leetcode.com/problems/simplify-path
412,Fizz Buzz,62.3%,Easy,0.0160517090105079, https://leetcode.com/problems/fizz-buzz
238,Product of Array Except Self,60.1%,Medium,0.0156298971608747, https://leetcode.com/problems/product-of-array-except-self
139,Word Break,40.1%,Medium,0.0154876776913513, https://leetcode.com/problems/word-break
2,Add Two Numbers,33.9%,Medium,0.0150958921734673, https://leetcode.com/problems/add-two-numbers
557,Reverse Words in a String III,69.8%,Easy,0.0137317640013159, https://leetcode.com/problems/reverse-words-in-a-string-iii
101,Symmetric Tree,46.8%,Easy,0.0135537864798141, https://leetcode.com/problems/symmetric-tree
547,Friend Circles,58.6%,Medium,0.0122288286394345, https://leetcode.com/problems/friend-circles
12,Integer to Roman,55.1%,Medium,0.0085324749737207, https://leetcode.com/problems/integer-to-roman
36,Valid Sudoku,48.7%,Medium,0.0072582427158053, https://leetcode.com/problems/valid-sudoku
73,Set Matrix Zeroes,43.1%,Medium,0.0070151111959223, https://leetcode.com/problems/set-matrix-zeroes
3,Longest Substring Without Repeating Characters,30.4%,Medium,0.0062080671193743, https://leetcode.com/problems/longest-substring-without-repeating-characters
350,Intersection of Two Arrays II,51.4%,Easy,0.0052103804211939, https://leetcode.com/problems/intersection-of-two-arrays-ii
1150,Check If a Number Is Majority Element in a Sorted Array,59.2%,Easy,0.0, https://leetcode.com/problems/check-if-a-number-is-majority-element-in-a-sorted-array
1051,Height Checker,71.1%,Easy,0.0, https://leetcode.com/problems/height-checker
312,Burst Balloons,51.8%,Hard,0.0233660227866494, https://leetcode.com/problems/burst-balloons
85,Maximal Rectangle,37.7%,Hard,0.0127715656794875, https://leetcode.com/problems/maximal-rectangle
5,Longest Palindromic Substring,29.5%,Medium,0.0021771085723255, https://leetcode.com/problems/longest-palindromic-substring
15,3Sum,26.8%,Medium,0.0020811662038245, https://leetcode.com/problems/3sum
190,Reverse Bits,39.8%,Easy,0.0018162010077772, https://leetcode.com/problems/reverse-bits
1,Two Sum,45.6%,Easy,0.0017672359146114, https://leetcode.com/problems/two-sum
103,Binary Tree Zigzag Level Order Traversal,48.3%,Medium,0.001688120257403, https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal
312,Burst Balloons,51.8%,Hard,0.0567704247463943, https://leetcode.com/problems/burst-balloons
32,Longest Valid Parentheses,28.4%,Hard,0.0347709952129409, https://leetcode.com/problems/longest-valid-parentheses
85,Maximal Rectangle,37.7%,Hard,0.0127715656794875, https://leetcode.com/problems/maximal-rectangle
523,Continuous Subarray Sum,24.6%,Medium,0.0112931747934555, https://leetcode.com/problems/continuous-subarray-sum
572,Subtree of Another Tree,44.1%,Easy,0.0100427658021386, https://leetcode.com/problems/subtree-of-another-tree
18,4Sum,33.7%,Medium,0.0093458624182376, https://leetcode.com/problems/4sum
876,Middle of the Linked List,68.4%,Easy,0.0072820274457654, https://leetcode.com/problems/middle-of-the-linked-list
190,Reverse Bits,39.8%,Easy,0.0072450959918915, https://leetcode.com/problems/reverse-bits
31,Next Permutation,32.6%,Medium,0.0057487942170244, https://leetcode.com/problems/next-permutation
127,Word Ladder,29.6%,Medium,0.0057314958446896, https://leetcode.com/problems/word-ladder
5,Longest Palindromic Substring,29.5%,Medium,0.0048918458243339, https://leetcode.com/problems/longest-palindromic-substring
22,Generate Parentheses,62.7%,Medium,0.0041523987827989, https://leetcode.com/problems/generate-parentheses
1,Two Sum,45.6%,Easy,0.003139596786381, https://leetcode.com/problems/two-sum
33,Search in Rotated Sorted Array,34.5%,Medium,0.0031000567336666, https://leetcode.com/problems/search-in-rotated-sorted-array
20,Valid Parentheses,39.0%,Easy,0.0021976823306058, https://leetcode.com/problems/valid-parentheses
21,Merge Two Sorted Lists,53.5%,Easy,0.0021580801469849, https://leetcode.com/problems/merge-two-sorted-lists
15,3Sum,26.8%,Medium,0.0020811662038245, https://leetcode.com/problems/3sum
103,Binary Tree Zigzag Level Order Traversal,48.3%,Medium,0.001688120257403, https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal
3,Longest Substring Without Repeating Characters,30.4%,Medium,0.0014852223137141, https://leetcode.com/problems/longest-substring-without-repeating-characters
1,Two Sum,45.6%,Easy,0.0017672359146114, https://leetcode.com/problems/two-sum
312,Burst Balloons,51.8%,Hard,0.1436030350715959, https://leetcode.com/problems/burst-balloons
1,Two Sum,45.6%,Easy,0.107241533061097, https://leetcode.com/problems/two-sum
572,Subtree of Another Tree,44.1%,Easy,0.0869482914771967, https://leetcode.com/problems/subtree-of-another-tree
31,Next Permutation,32.6%,Medium,0.0505867894666979, https://leetcode.com/problems/next-permutation
85,Maximal Rectangle,37.7%,Hard,0.0501358124243554, https://leetcode.com/problems/maximal-rectangle
20,Valid Parentheses,39.0%,Easy,0.0435880899949722, https://leetcode.com/problems/valid-parentheses
32,Longest Valid Parentheses,28.4%,Hard,0.0347709952129409, https://leetcode.com/problems/longest-valid-parentheses
15,3Sum,26.8%,Medium,0.0327898228229908, https://leetcode.com/problems/3sum
18,4Sum,33.7%,Medium,0.0209066848193136, https://leetcode.com/problems/4sum
33,Search in Rotated Sorted Array,34.5%,Medium,0.0192195337936351, https://leetcode.com/problems/search-in-rotated-sorted-array
22,Generate Parentheses,62.7%,Medium,0.0165071322730195, https://leetcode.com/problems/generate-parentheses
876,Middle of the Linked List,68.4%,Easy,0.016310618931375, https://leetcode.com/problems/middle-of-the-linked-list
5,Longest Palindromic Substring,29.5%,Medium,0.0135298091595156, https://leetcode.com/problems/longest-palindromic-substring
3,Longest Substring Without Repeating Characters,30.4%,Medium,0.0132882510450644, https://leetcode.com/problems/longest-substring-without-repeating-characters
523,Continuous Subarray Sum,24.6%,Medium,0.0112931747934555, https://leetcode.com/problems/continuous-subarray-sum
103,Binary Tree Zigzag Level Order Traversal,48.3%,Medium,0.010504298266876, https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal
190,Reverse Bits,39.8%,Easy,0.0072450959918915, https://leetcode.com/problems/reverse-bits
127,Word Ladder,29.6%,Medium,0.0057314958446896, https://leetcode.com/problems/word-ladder
21,Merge Two Sorted Lists,53.5%,Easy,0.0048491474330098, https://leetcode.com/problems/merge-two-sorted-lists
653,Two Sum IV - Input is a BST,55.5%,Easy,0.0, https://leetcode.com/problems/two-sum-iv-input-is-a-bst
987,Vertical Order Traversal of a Binary Tree,36.6%,Medium,0.0, https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree
1301,Number of Paths with Max Score,37.3%,Hard,0.0, https://leetcode.com/problems/number-of-paths-with-max-score
1139,Largest 1-Bordered Square,47.5%,Medium,0.0, https://leetcode.com/problems/largest-1-bordered-square
1464,Maximum Product of Two Elements in an Array,78.1%,Easy,0.0, https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array
1519,Number of Nodes in the Sub-Tree With the Same Label,35.2%,Medium,0.0, https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label
1349,Maximum Students Taking Exam,42.0%,Hard,0.1217942495823769, https://leetcode.com/problems/maximum-students-taking-exam
738,Monotone Increasing Digits,44.3%,Medium,0.0847965366600769, https://leetcode.com/problems/monotone-increasing-digits
1283,Find the Smallest Divisor Given a Threshold,47.6%,Medium,0.0477988237377769, https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold
1048,Longest String Chain,54.7%,Medium,0.0193616890491459, https://leetcode.com/problems/longest-string-chain
509,Fibonacci Number,67.2%,Easy,0.0159351813857973, https://leetcode.com/problems/fibonacci-number
8,String to Integer (atoi),15.4%,Medium,0.0085131047622482, https://leetcode.com/problems/string-to-integer-atoi
209,Minimum Size Subarray Sum,38.2%,Medium,0.0084140168248461, https://leetcode.com/problems/minimum-size-subarray-sum
322,Coin Change,35.5%,Medium,0.0040298261265008, https://leetcode.com/problems/coin-change
1,Two Sum,45.6%,Easy,0.0032784227380416, https://leetcode.com/problems/two-sum
5,Longest Palindromic Substring,29.5%,Medium,0.0022793331425074, https://leetcode.com/problems/longest-palindromic-substring
121,Best Time to Buy and Sell Stock,50.5%,Easy,0.0021239321954525, https://leetcode.com/problems/best-time-to-buy-and-sell-stock
1349,Maximum Students Taking Exam,42.0%,Hard,0.1217942495823769, https://leetcode.com/problems/maximum-students-taking-exam
738,Monotone Increasing Digits,44.3%,Medium,0.0847965366600769, https://leetcode.com/problems/monotone-increasing-digits
1283,Find the Smallest Divisor Given a Threshold,47.6%,Medium,0.0477988237377769, https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold
1,Two Sum,45.6%,Easy,0.0291259161240908, https://leetcode.com/problems/two-sum
917,Reverse Only Letters,58.0%,Easy,0.0286552557603761, https://leetcode.com/problems/reverse-only-letters
283,Move Zeroes,57.8%,Easy,0.025673520193393, https://leetcode.com/problems/move-zeroes
559,Maximum Depth of N-ary Tree,68.7%,Easy,0.0245243898630843, https://leetcode.com/problems/maximum-depth-of-n-ary-tree
1048,Longest String Chain,54.7%,Medium,0.0193616890491459, https://leetcode.com/problems/longest-string-chain
146,LRU Cache,33.2%,Medium,0.0182757799387368, https://leetcode.com/problems/lru-cache
509,Fibonacci Number,67.2%,Easy,0.0159351813857973, https://leetcode.com/problems/fibonacci-number
8,String to Integer (atoi),15.4%,Medium,0.0150846642735719, https://leetcode.com/problems/string-to-integer-atoi
56,Merge Intervals,39.3%,Medium,0.0138195324222588, https://leetcode.com/problems/merge-intervals
53,Maximum Subarray,46.5%,Easy,0.0134678542694139, https://leetcode.com/problems/maximum-subarray
273,Integer to English Words,27.1%,Hard,0.0120810892503397, https://leetcode.com/problems/integer-to-english-words
23,Merge k Sorted Lists,40.2%,Hard,0.009092808657599, https://leetcode.com/problems/merge-k-sorted-lists
5,Longest Palindromic Substring,29.5%,Medium,0.0090863252209608, https://leetcode.com/problems/longest-palindromic-substring
209,Minimum Size Subarray Sum,38.2%,Medium,0.0084140168248461, https://leetcode.com/problems/minimum-size-subarray-sum
240,Search a 2D Matrix II,43.2%,Medium,0.0075829747244553, https://leetcode.com/problems/search-a-2d-matrix-ii
94,Binary Tree Inorder Traversal,63.3%,Medium,0.0075333075776362, https://leetcode.com/problems/binary-tree-inorder-traversal
16,3Sum Closest,46.0%,Medium,0.0075259057003469, https://leetcode.com/problems/3sum-closest
116,Populating Next Right Pointers in Each Node,45.2%,Medium,0.0073367900638543, https://leetcode.com/problems/populating-next-right-pointers-in-each-node
41,First Missing Positive,32.0%,Hard,0.0064113058208121, https://leetcode.com/problems/first-missing-positive
24,Swap Nodes in Pairs,50.4%,Medium,0.0062218275061505, https://leetcode.com/problems/swap-nodes-in-pairs
199,Binary Tree Right Side View,54.1%,Medium,0.0056826406650506, https://leetcode.com/problems/binary-tree-right-side-view
20,Valid Parentheses,39.0%,Easy,0.0051688605776653, https://leetcode.com/problems/valid-parentheses
160,Intersection of Two Linked Lists,40.6%,Easy,0.0049013699397204, https://leetcode.com/problems/intersection-of-two-linked-lists
121,Best Time to Buy and Sell Stock,50.5%,Easy,0.0047725193990346, https://leetcode.com/problems/best-time-to-buy-and-sell-stock
35,Search Insert Position,42.6%,Easy,0.0046468485103753, https://leetcode.com/problems/search-insert-position
22,Generate Parentheses,62.7%,Medium,0.0043611059090124, https://leetcode.com/problems/generate-parentheses
46,Permutations,63.5%,Medium,0.0042163022301392, https://leetcode.com/problems/permutations
322,Coin Change,35.5%,Medium,0.0040298261265008, https://leetcode.com/problems/coin-change
238,Product of Array Except Self,60.1%,Medium,0.0039304364247245, https://leetcode.com/problems/product-of-array-except-self
102,Binary Tree Level Order Traversal,54.6%,Medium,0.003639014205004, https://leetcode.com/problems/binary-tree-level-order-traversal
101,Symmetric Tree,46.8%,Easy,0.0034057078469827, https://leetcode.com/problems/symmetric-tree
98,Validate Binary Search Tree,27.8%,Medium,0.0029437760440133, https://leetcode.com/problems/validate-binary-search-tree
104,Maximum Depth of Binary Tree,66.0%,Easy,0.0027878468014331, https://leetcode.com/problems/maximum-depth-of-binary-tree
3,Longest Substring Without Repeating Characters,30.4%,Medium,0.0015556336509412, https://leetcode.com/problems/longest-substring-without-repeating-characters
1349,Maximum Students Taking Exam,42.0%,Hard,0.0796624660897564, https://leetcode.com/problems/maximum-students-taking-exam
1283,Find the Smallest Divisor Given a Threshold,47.6%,Medium,0.0477988237377769, https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold
509,Fibonacci Number,67.2%,Easy,0.0159351813857973, https://leetcode.com/problems/fibonacci-number
322,Coin Change,35.5%,Medium,0.0040298261265008, https://leetcode.com/problems/coin-change
1,Two Sum,45.6%,Easy,0.0008206138651873, https://leetcode.com/problems/two-sum
1349,Maximum Students Taking Exam,42.0%,Hard,0.290115411660895, https://leetcode.com/problems/maximum-students-taking-exam
1341,Movie Rating,56.6%,Medium,0.2038634005687094, https://leetcode.com/problems/movie-rating
1,Two Sum,45.6%,Easy,0.1907553663473192, https://leetcode.com/problems/two-sum
1283,Find the Smallest Divisor Given a Threshold,47.6%,Medium,0.1045033552551337, https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold
146,LRU Cache,33.2%,Medium,0.0892662775540546, https://leetcode.com/problems/lru-cache
738,Monotone Increasing Digits,44.3%,Medium,0.0847965366600769, https://leetcode.com/problems/monotone-increasing-digits
283,Move Zeroes,57.8%,Easy,0.0568654029502901, https://leetcode.com/problems/move-zeroes
5,Longest Palindromic Substring,29.5%,Medium,0.0554804200598678, https://leetcode.com/problems/longest-palindromic-substring
240,Search a 2D Matrix II,43.2%,Medium,0.0464767658457288, https://leetcode.com/problems/search-a-2d-matrix-ii
8,String to Integer (atoi),15.4%,Medium,0.0454961490887401, https://leetcode.com/problems/string-to-integer-atoi
509,Fibonacci Number,67.2%,Easy,0.0436521817259363, https://leetcode.com/problems/fibonacci-number
160,Intersection of Two Linked Lists,40.6%,Easy,0.0432707810433811, https://leetcode.com/problems/intersection-of-two-linked-lists
559,Maximum Depth of N-ary Tree,68.7%,Easy,0.0431915985827739, https://leetcode.com/problems/maximum-depth-of-n-ary-tree
1048,Longest String Chain,54.7%,Medium,0.0430482535685136, https://leetcode.com/problems/longest-string-chain
53,Maximum Subarray,46.5%,Easy,0.0429934068559204, https://leetcode.com/problems/maximum-subarray
56,Merge Intervals,39.3%,Medium,0.0417330422533176, https://leetcode.com/problems/merge-intervals
20,Valid Parentheses,39.0%,Easy,0.0361887174223911, https://leetcode.com/problems/valid-parentheses
209,Minimum Size Subarray Sum,38.2%,Medium,0.0332394539286877, https://leetcode.com/problems/minimum-size-subarray-sum
917,Reverse Only Letters,58.0%,Easy,0.0286552557603761, https://leetcode.com/problems/reverse-only-letters
322,Coin Change,35.5%,Medium,0.024924029676386, https://leetcode.com/problems/coin-change
199,Binary Tree Right Side View,54.1%,Medium,0.0225393398460615, https://leetcode.com/problems/binary-tree-right-side-view
121,Best Time to Buy and Sell Stock,50.5%,Easy,0.0189549191072609, https://leetcode.com/problems/best-time-to-buy-and-sell-stock
3,Longest Substring Without Repeating Characters,30.4%,Medium,0.018891763947827, https://leetcode.com/problems/longest-substring-without-repeating-characters
23,Merge k Sorted Lists,40.2%,Hard,0.0161082713853282, https://leetcode.com/problems/merge-k-sorted-lists
102,Binary Tree Level Order Traversal,54.6%,Medium,0.0144772705882875, https://leetcode.com/problems/binary-tree-level-order-traversal
24,Swap Nodes in Pairs,50.4%,Medium,0.013945066390122, https://leetcode.com/problems/swap-nodes-in-pairs
94,Binary Tree Inorder Traversal,63.3%,Medium,0.0133535618061347, https://leetcode.com/problems/binary-tree-inorder-traversal
273,Integer to English Words,27.1%,Hard,0.0120810892503397, https://leetcode.com/problems/integer-to-english-words
98,Validate Binary Search Tree,27.8%,Medium,0.0117234636960592, https://leetcode.com/problems/validate-binary-search-tree
46,Permutations,63.5%,Medium,0.0094618031372884, https://leetcode.com/problems/permutations
16,3Sum Closest,46.0%,Medium,0.0075259057003469, https://leetcode.com/problems/3sum-closest
116,Populating Next Right Pointers in Each Node,45.2%,Medium,0.0073367900638543, https://leetcode.com/problems/populating-next-right-pointers-in-each-node
41,First Missing Positive,32.0%,Hard,0.0064113058208121, https://leetcode.com/problems/first-missing-positive
104,Maximum Depth of Binary Tree,66.0%,Easy,0.0062617612239762, https://leetcode.com/problems/maximum-depth-of-binary-tree
35,Search Insert Position,42.6%,Easy,0.0046468485103753, https://leetcode.com/problems/search-insert-position
22,Generate Parentheses,62.7%,Medium,0.0043611059090124, https://leetcode.com/problems/generate-parentheses
238,Product of Array Except Self,60.1%,Medium,0.0039304364247245, https://leetcode.com/problems/product-of-array-except-self
101,Symmetric Tree,46.8%,Easy,0.0034057078469827, https://leetcode.com/problems/symmetric-tree
891,Sum of Subsequence Widths,31.9%,Hard,0.0, https://leetcode.com/problems/sum-of-subsequence-widths
653,Two Sum IV - Input is a BST,55.5%,Easy,0.0168803868630234, https://leetcode.com/problems/two-sum-iv-input-is-a-bst
1,Two Sum,45.6%,Easy,0.0130496917532246, https://leetcode.com/problems/two-sum
1290,Convert Binary Number in a Linked List to Integer,80.4%,Easy,0.0105681300617922, https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer
2,Add Two Numbers,33.9%,Medium,0.0067374349519933, https://leetcode.com/problems/add-two-numbers
127,Word Ladder,29.6%,Medium,0.005979091056058, https://leetcode.com/problems/word-ladder
20,Valid Parentheses,39.0%,Easy,0.0051688605776653, https://leetcode.com/problems/valid-parentheses
17,Letter Combinations of a Phone Number,46.8%,Medium,0.0044018999217624, https://leetcode.com/problems/letter-combinations-of-a-phone-number
42,Trapping Rain Water,48.9%,Hard,0.0043506703387449, https://leetcode.com/problems/trapping-rain-water
387,First Unique Character in a String,53.4%,Easy,0.0041854199427069, https://leetcode.com/problems/first-unique-character-in-a-string
238,Product of Array Except Self,60.1%,Medium,0.0039304364247245, https://leetcode.com/problems/product-of-array-except-self
49,Group Anagrams,56.9%,Medium,0.003804093983556, https://leetcode.com/problems/group-anagrams
56,Merge Intervals,39.3%,Medium,0.0034728286335985, https://leetcode.com/problems/merge-intervals
344,Reverse String,68.5%,Easy,0.0032695795025198, https://leetcode.com/problems/reverse-string
5,Longest Palindromic Substring,29.5%,Medium,0.0022793331425074, https://leetcode.com/problems/longest-palindromic-substring
15,3Sum,26.8%,Medium,0.0021990113314367, https://leetcode.com/problems/3sum
26,Remove Duplicates from Sorted Array,45.1%,Easy,0.0019513153174351, https://leetcode.com/problems/remove-duplicates-from-sorted-array
706,Design HashMap,61.3%,Easy,0.0365531024026554, https://leetcode.com/problems/design-hashmap
653,Two Sum IV - Input is a BST,55.5%,Easy,0.029262762737408, https://leetcode.com/problems/two-sum-iv-input-is-a-bst
867,Transpose Matrix,62.8%,Easy,0.0287159048345577, https://leetcode.com/problems/transpose-matrix
921,Minimum Add to Make Parentheses Valid,73.7%,Medium,0.0214255651693102, https://leetcode.com/problems/minimum-add-to-make-parentheses-valid
1,Two Sum,45.6%,Easy,0.0164875806374676, https://leetcode.com/problems/two-sum
1290,Convert Binary Number in a Linked List to Integer,80.4%,Easy,0.0105681300617922, https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer
17,Letter Combinations of a Phone Number,46.8%,Medium,0.009877165461676, https://leetcode.com/problems/letter-combinations-of-a-phone-number
20,Valid Parentheses,39.0%,Easy,0.0091706953260616, https://leetcode.com/problems/valid-parentheses
5,Longest Palindromic Substring,29.5%,Medium,0.0090863252209608, https://leetcode.com/problems/longest-palindromic-substring
49,Group Anagrams,56.9%,Medium,0.0085389513142321, https://leetcode.com/problems/group-anagrams
56,Merge Intervals,39.3%,Medium,0.0077969727060047, https://leetcode.com/problems/merge-intervals
2,Add Two Numbers,33.9%,Medium,0.0067374349519933, https://leetcode.com/problems/add-two-numbers
127,Word Ladder,29.6%,Medium,0.005979091056058, https://leetcode.com/problems/word-ladder
268,Missing Number,51.7%,Easy,0.0048804391649084, https://leetcode.com/problems/missing-number
155,Min Stack,44.5%,Easy,0.0047489107412817, https://leetcode.com/problems/min-stack
42,Trapping Rain Water,48.9%,Hard,0.0043506703387449, https://leetcode.com/problems/trapping-rain-water
387,First Unique Character in a String,53.4%,Easy,0.0041854199427069, https://leetcode.com/problems/first-unique-character-in-a-string
242,Valid Anagram,56.9%,Easy,0.0041541237431159, https://leetcode.com/problems/valid-anagram
238,Product of Array Except Self,60.1%,Medium,0.0039304364247245, https://leetcode.com/problems/product-of-array-except-self
103,Binary Tree Zigzag Level Order Traversal,48.3%,Medium,0.003839922800048, https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal
344,Reverse String,68.5%,Easy,0.0032695795025198, https://leetcode.com/problems/reverse-string
200,Number of Islands,46.8%,Medium,0.0028897578265903, https://leetcode.com/problems/number-of-islands
15,3Sum,26.8%,Medium,0.0021990113314367, https://leetcode.com/problems/3sum
26,Remove Duplicates from Sorted Array,45.1%,Easy,0.0019513153174351, https://leetcode.com/problems/remove-duplicates-from-sorted-array
653,Two Sum IV - Input is a BST,55.5%,Easy,0.0151571690675264, https://leetcode.com/problems/two-sum-iv-input-is-a-bst
1290,Convert Binary Number in a Linked List to Integer,80.4%,Easy,0.0105681300617922, https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer
127,Word Ladder,29.6%,Medium,0.005979091056058, https://leetcode.com/problems/word-ladder
20,Valid Parentheses,39.0%,Easy,0.0051688605776653, https://leetcode.com/problems/valid-parentheses
17,Letter Combinations of a Phone Number,46.8%,Medium,0.0044018999217624, https://leetcode.com/problems/letter-combinations-of-a-phone-number
42,Trapping Rain Water,48.9%,Hard,0.0043506703387449, https://leetcode.com/problems/trapping-rain-water
387,First Unique Character in a String,53.4%,Easy,0.0041854199427069, https://leetcode.com/problems/first-unique-character-in-a-string
238,Product of Array Except Self,60.1%,Medium,0.0039304364247245, https://leetcode.com/problems/product-of-array-except-self
49,Group Anagrams,56.9%,Medium,0.003804093983556, https://leetcode.com/problems/group-anagrams
56,Merge Intervals,39.3%,Medium,0.0034728286335985, https://leetcode.com/problems/merge-intervals
1,Two Sum,45.6%,Easy,0.0032784227380416, https://leetcode.com/problems/two-sum
344,Reverse String,68.5%,Easy,0.0032695795025198, https://leetcode.com/problems/reverse-string
5,Longest Palindromic Substring,29.5%,Medium,0.0022793331425074, https://leetcode.com/problems/longest-palindromic-substring
26,Remove Duplicates from Sorted Array,45.1%,Easy,0.0019513153174351, https://leetcode.com/problems/remove-duplicates-from-sorted-array
706,Design HashMap,61.3%,Easy,0.1171974903999194, https://leetcode.com/problems/design-hashmap
653,Two Sum IV - Input is a BST,55.5%,Easy,0.0907884698478466, https://leetcode.com/problems/two-sum-iv-input-is-a-bst
1,Two Sum,45.6%,Easy,0.0643794492957739, https://leetcode.com/problems/two-sum
20,Valid Parentheses,39.0%,Easy,0.0559837223814206, https://leetcode.com/problems/valid-parentheses
127,Word Ladder,29.6%,Medium,0.0367959097020458, https://leetcode.com/problems/word-ladder
238,Product of Array Except Self,60.1%,Medium,0.0348298725805272, https://leetcode.com/problems/product-of-array-except-self
867,Transpose Matrix,62.8%,Easy,0.031179454774354, https://leetcode.com/problems/transpose-matrix
17,Letter Combinations of a Phone Number,46.8%,Medium,0.0271992398043688, https://leetcode.com/problems/letter-combinations-of-a-phone-number
1290,Convert Binary Number in a Linked List to Integer,80.4%,Easy,0.0236231457634359, https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer
56,Merge Intervals,39.3%,Medium,0.0215099061352744, https://leetcode.com/problems/merge-intervals
921,Minimum Add to Make Parentheses Valid,73.7%,Medium,0.0214255651693102, https://leetcode.com/problems/minimum-add-to-make-parentheses-valid
5,Longest Palindromic Substring,29.5%,Medium,0.0203293465686688, https://leetcode.com/problems/longest-palindromic-substring
242,Valid Anagram,56.9%,Easy,0.0165139473756747, https://leetcode.com/problems/valid-anagram
2,Add Two Numbers,33.9%,Medium,0.0150958921734673, https://leetcode.com/problems/add-two-numbers
15,3Sum,26.8%,Medium,0.0136651484190809, https://leetcode.com/problems/3sum
200,Number of Islands,46.8%,Medium,0.0115092624205908, https://leetcode.com/problems/number-of-islands
155,Min Stack,44.5%,Easy,0.010653509851791, https://leetcode.com/problems/min-stack
103,Binary Tree Zigzag Level Order Traversal,48.3%,Medium,0.010630255727992, https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal
387,First Unique Character in a String,53.4%,Easy,0.0093926801990541, https://leetcode.com/problems/first-unique-character-in-a-string
49,Group Anagrams,56.9%,Medium,0.0085389513142321, https://leetcode.com/problems/group-anagrams
26,Remove Duplicates from Sorted Array,45.1%,Easy,0.0077825189730631, https://leetcode.com/problems/remove-duplicates-from-sorted-array
268,Missing Number,51.7%,Easy,0.0048804391649084, https://leetcode.com/problems/missing-number
42,Trapping Rain Water,48.9%,Hard,0.0043506703387449, https://leetcode.com/problems/trapping-rain-water
344,Reverse String,68.5%,Easy,0.0032695795025198, https://leetcode.com/problems/reverse-string
317,Shortest Distance from All Buildings,41.4%,Hard,0.1403747041711131, https://leetcode.com/problems/shortest-distance-from-all-buildings
146,LRU Cache,33.2%,Medium,0.1056003783698627, https://leetcode.com/problems/lru-cache
632,Smallest Range Covering Elements from K Lists,52.4%,Hard,0.0708260525686124, https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists
772,Basic Calculator III,41.3%,Hard,0.0633122794143268, https://leetcode.com/problems/basic-calculator-iii
212,Word Search II,34.9%,Hard,0.0599987985837897, https://leetcode.com/problems/word-search-ii
224,Basic Calculator,36.8%,Hard,0.0465681654772114, https://leetcode.com/problems/basic-calculator
1031,Maximum Sum of Two Non-Overlapping Subarrays,57.9%,Medium,0.0371100096512312, https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays
1146,Snapshot Array,37.0%,Medium,0.0317991816929387, https://leetcode.com/problems/snapshot-array
68,Text Justification,27.7%,Hard,0.0276451606661453, https://leetcode.com/problems/text-justification
310,Minimum Height Trees,32.3%,Medium,0.0244660521544063, https://leetcode.com/problems/minimum-height-trees
340,Longest Substring with At Most K Distinct Characters,44.1%,Hard,0.0161228804865631, https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters
79,Word Search,35.6%,Medium,0.01488368801474, https://leetcode.com/problems/word-search
329,Longest Increasing Path in a Matrix,43.4%,Hard,0.0134005355374821, https://leetcode.com/problems/longest-increasing-path-in-a-matrix
91,Decode Ways,24.7%,Medium,0.013379120336324, https://leetcode.com/problems/decode-ways
227,Basic Calculator II,36.9%,Medium,0.0123994149050382, https://leetcode.com/problems/basic-calculator-ii
986,Interval List Intersections,67.3%,Medium,0.0119690237953207, https://leetcode.com/problems/interval-list-intersections
200,Number of Islands,46.8%,Medium,0.0115092624205908, https://leetcode.com/problems/number-of-islands
733,Flood Fill,55.3%,Easy,0.0112171675309249, https://leetcode.com/problems/flood-fill
234,Palindrome Linked List,39.3%,Easy,0.0101718779387339, https://leetcode.com/problems/palindrome-linked-list
42,Trapping Rain Water,48.9%,Hard,0.0097625246556591, https://leetcode.com/problems/trapping-rain-water
139,Word Break,40.1%,Medium,0.0087413144015735, https://leetcode.com/problems/word-break
394,Decode String,50.0%,Medium,0.0081666440002722, https://leetcode.com/problems/decode-string
